image_path,original_class,label
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/no 100.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/N_391_DA_.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/G_812_RO_.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/1411.jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/Te-pi_0034.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/G_806_VF_.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/P_748_HF_.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/P_783.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/1686.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/G_784_SP_.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/P_730_VF_.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/M_864_HF_.jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/G_871_DA_.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/Te-no_0245.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/G_786_VF_.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/Tr-gl_0507.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/G_758_HF_.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/image(16).jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/Tr-gl_1014.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/G_707_RO_.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/N_396_DA_.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/Tr-me_0097.jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/Tr-pi_0610.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/G_841_SP_.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/gg (563).jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/1800.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/G_846_BR_.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/Tr-gl_0272.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/P_784_VF_.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/Te-no_0290.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/P_841_RO_.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/1765.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/gg (478).jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/P_788_HF_.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/M_866_SP_.jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/P_737_HF_.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/1408.jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/Te-gl_0258.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/Tr-me_1027.jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/G_724_BR_.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/gg (637).jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/P_795_DA_.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/Tr-pi_0641.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/image(83).jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/1399.jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/P_771.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/Tr-pi_0705.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/p (601).jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/G_765_RO_.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/Tr-no_0478.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/Tr-pi_0676.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/m1(9).jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/G_818.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/Tr-pi_0353.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/gg (34).jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/Tr-no_0091.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/Tr-pi_0267.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/Tr-no_0440.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/G_751_RO_.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/Tr-me_0563.jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/1732.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/N_388_RO_.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/Te-gl_0124.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/Tr-no_0576.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/Tr-gl_0517.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/Tr-pi_1241.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/Tr-pi_0170.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/Tr-me_0271.jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/Tr-pi_0483.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/Tr-me_0574.jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/Tr-pi_1079.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/p (532).jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/G_889.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/Tr-me_1019.jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/Tr-gl_0931.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/Tr-no_0512.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/Tr-pi_0093.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/Tr-gl_0211.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/gg (556).jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/Tr-no_0414.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/P_766_VF_.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/G_846_HF_.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/N_415_BR_.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/Tr-gl_0493.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/Tr-me_0593.jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/N_428_VF_.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/Tr-no_0519.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/Tr-pi_1226.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/P_706_BR_.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/P_727_HF_.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/G_761_SP_.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/P_706_DA_.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/Tr-pi_1121.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/G_751_BR_.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/M_844_VF_.jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/G_789_RO_.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/gg (47).jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/P_764_SP_.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/gg (330).jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/Tr-gl_0306.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/Tr-gl_0879.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/p (525).jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/G_755_RO_.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/N_387.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/17 no.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/N_403_HF_.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/Tr-pi_0152.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/p (494).jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/Tr-pi_0632.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/Te-me_0170.jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/Tr-no_0522.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/Te-me_0290.jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/Tr-no_0129.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/Tr-pi_0468.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/N_438_DA_.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/N_424_DA_.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/Tr-no_0069.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/1387.jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/Tr-gl_0208.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/P_707.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/N_432_DA_.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/gg (611).jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/Tr-me_0889.jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/Te-gl_0182.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/N_384_HF_.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/Tr-gl_0396.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/M_869_DA_.jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/Te-no_0159.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/Tr-pi_1068.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/gg (444).jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/Te-me_0130.jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/G_787_RO_.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/gg (333).jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/Tr-me_1022.jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/Tr-no_0215.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/m3 (128).jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/G_787_VF_.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/N_425_VF_.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/G_886_VF_.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/Tr-pi_0788.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/Tr-pi_0255.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/Te-gl_0287.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/Tr-gl_0821.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/Tr-no_0272.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/Tr-gl_0189.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/Tr-gl_0139.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/Tr-pi_1301.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/Te-no_0212.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/G_799.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/gg (490).jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/gg (467).jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/N_417.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/Tr-gl_1071.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/1325.jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/Tr-pi_0335.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/1437.jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/Tr-pi_0604.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/gg (418).jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/G_785_DA_.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/gg (339).jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/M_834_SP_.jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/P_800_DA_.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/Tr-me_0195.jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/Te-gl_0240.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/G_716_VF_.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/Tr-gl_0194.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/gg (375).jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/Tr-me_0996.jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/Tr-pi_1190.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/Te-no_0270.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/Tr-pi_0178.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/M_855_BR_.jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/Te-no_0208.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/Tr-gl_0967.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/P_836_HF_.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/Tr-gl_0849.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/P_710_HF_.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/1718.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/Tr-no_0200.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/m2 (18).jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/p (508).jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/1740.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/Tr-no_0165.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/image(191).jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/Tr-pi_0172.jpg,pituitary,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/glioma/Tr-gl_0801.jpg,glioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/notumor/10 no.jpg,notumor,0
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/1396.jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/meningioma/Tr-me_1299.jpg,meningioma,1
/content/drive/MyDrive/Brain_Tumor_CNN_Project/dataset/Epic and CSCR hospital Dataset/Train/pituitary/Tr-pi_0434.jpg,pituitary,1
